scan_index,step,angle_deg,distance_cm
6,25275,61.44,8.99
6,25300,63.63,9.88
6,25325,65.83,11.66
6,25350,68.03,7.79
6,25375,70.22,8.7
6,25400,72.42,9.57
6,25425,74.62,8.39
6,25450,76.82,10.17
6,25475,79.01,8.08
6,25500,81.21,9.88
6,25525,83.41,7.8
6,25550,85.61,8.68
6,25575,87.8,7.51
6,25600,90.0,7.51
6,25625,92.2,7.49
6,25650,94.39,7.49
6,25675,96.59,8.4
6,25700,98.79,8.39
6,25725,100.99,8.4
6,25750,103.18,8.4
6,25775,105.38,12.26
6,25800,107.58,11.37
6,25825,109.78,11.37
6,25850,111.97,11.37
6,25875,114.17,12.26
6,25900,116.37,16.33
6,25925,118.56,16.34
6,25950,120.76,16.33
6,25975,122.96,16.33
6,26000,125.16,11.06
6,26025,127.35,11.95
6,26050,129.55,9.88
6,26075,131.75,9.86
6,26100,133.95,10.77
6,26125,136.14,11.64
6,26150,138.34,8.7
6,26175,140.54,8.7
6,26200,142.73,9.57
6,26225,144.93,11.37
6,26250,147.13,9.3
6,26275,149.33,10.2
6,26300,151.52,8.99
6,26325,153.72,8.11
6,26350,155.92,8.11
6,26375,158.12,8.09
6,26400,160.31,8.09
6,26425,162.51,8.99
6,26450,164.71,11.06
6,26475,166.9,9.28
6,26500,169.1,9.28
6,26525,171.3,12.28
6,26550,173.5,11.35
6,26575,175.69,10.46
6,26600,177.89,9.59
6,26625,180.09,9.59
6,26650,182.29,8.7
6,26675,184.48,8.7
6,26700,186.68,8.71
6,26725,188.88,8.7
6,26750,191.07,8.68
6,26775,193.27,8.68
