scan_index,step,angle_deg,distance_cm
4,16575,16.79,9.28
4,16600,18.98,9.3
4,16625,21.18,9.28
4,16650,23.38,9.28
4,16675,25.58,9.3
4,16700,27.77,9.3
4,16725,29.97,9.3
4,16750,32.17,9.3
4,16775,34.37,9.3
4,16800,36.56,9.28
4,16825,38.76,9.28
4,16850,40.96,9.3
4,16875,43.15,9.3
4,16900,45.35,9.3
4,16925,47.55,9.3
4,16950,49.75,9.28
4,16975,51.94,9.28
4,17000,54.14,9.26
4,17050,58.54,11.37
4,17075,60.73,11.37
4,17100,62.93,11.37
4,17125,65.13,11.37
4,17150,67.32,11.37
4,17175,69.52,11.35
4,17200,71.72,11.37
4,17225,73.92,11.37
4,17250,76.11,10.46
4,17275,78.31,10.48
4,17300,80.51,10.48
4,17325,82.71,10.48
4,17350,84.9,10.46
4,17375,87.1,10.48
4,17400,89.3,9.59
4,17425,91.49,9.59
4,17450,93.69,9.59
4,17475,95.89,9.57
4,17500,98.09,9.57
4,17525,100.28,9.57
4,17550,102.48,9.59
4,17575,104.68,8.7
4,17600,106.88,8.7
4,17625,109.07,8.7
4,17650,111.27,8.68
4,17675,113.47,8.7
4,17700,115.66,8.7
4,17725,117.86,8.68
4,17750,120.06,8.68
4,17775,122.26,8.68
4,17800,124.45,8.7
4,17825,126.65,8.7
4,17850,128.85,8.7
4,17875,131.04,7.8
4,17900,133.24,7.8
4,17925,135.44,7.82
4,17950,137.64,7.79
4,17975,139.83,7.79
4,18000,142.03,10.48
4,18025,144.23,8.7
4,18050,146.43,10.77
4,18075,148.62,10.48
4,18100,150.82,10.48
4,18125,153.02,9.9
4,18150,155.21,9.88
4,18175,157.41,9.9
4,18200,159.61,9.88
4,18225,161.81,9.88
4,18250,164.0,9.88
4,18275,166.2,9.88
4,18300,168.4,8.97
4,18325,170.6,8.99
4,18350,172.79,8.99
4,18375,174.99,8.97
4,18400,177.19,8.99
4,18425,179.38,8.99
4,18450,181.58,8.99
4,18475,183.78,8.97
4,18500,185.98,8.99
4,18525,188.17,8.99
4,18550,190.37,8.99
4,18575,192.57,8.99
4,18600,194.77,8.99
4,18625,196.96,8.97
4,18650,199.16,8.99
4,18675,201.36,8.97
4,18700,203.55,8.99
4,18725,205.75,8.99
4,18750,207.95,8.99
4,18775,210.15,8.97
4,18800,212.34,8.99
4,18825,214.54,9.0
4,18850,216.74,8.99
4,18875,218.94,8.99
4,18900,221.13,8.99
4,18925,223.33,8.97
4,18950,225.53,8.99
4,18975,227.72,8.99
4,19000,229.92,9.0
4,19025,232.12,8.99
4,19050,234.32,9.88
4,19075,236.51,9.88
4,19100,238.71,9.9
4,19125,240.91,9.88
4,19150,243.11,9.9
4,19175,245.3,9.88
4,19200,247.5,9.9
4,19225,249.7,9.86
4,19250,251.89,10.77
4,19275,254.09,10.77
4,19300,256.29,10.77
4,19325,258.49,8.7
4,19350,260.68,8.68
4,19375,262.88,7.8
4,19400,265.08,8.7
4,19425,267.28,7.79
4,19450,269.47,8.68
4,19475,271.67,7.79
4,19500,273.87,8.7
4,19525,276.06,8.7
4,19550,278.26,8.7
4,19575,280.46,8.7
4,19600,282.66,8.7
4,19625,284.85,8.7
4,19650,287.05,8.7
4,19675,289.25,8.7
4,19700,291.45,8.68
4,19725,293.64,8.7
4,19750,295.84,8.7
4,19775,298.04,8.7
4,19800,300.23,8.71
4,19825,302.43,9.59
4,19850,304.63,9.57
4,19875,306.83,9.57
4,19900,309.02,9.59
4,19925,311.22,9.59
4,19950,313.42,9.57
4,19975,315.62,10.48
4,20000,317.81,10.46
4,20025,320.01,10.48
4,20050,322.21,10.48
4,20075,324.4,11.37
4,20100,326.6,11.37
4,20125,328.8,11.37
4,20150,331.0,11.37
4,20250,339.79,9.3
4,20275,341.98,9.3
4,20300,344.18,9.26
4,20325,346.38,9.28
4,20350,348.57,9.28
4,20375,350.77,9.28
4,20400,352.97,9.26
4,20425,355.17,9.28
4,20450,357.36,9.28
4,20475,359.56,9.28
5,20500,1.76,9.3
5,20525,3.96,9.3
5,20550,6.15,9.28
5,20575,8.35,9.3
5,20600,10.55,9.28
5,20625,12.74,9.28
5,20650,14.94,9.28
5,20675,17.14,9.3
5,20700,19.34,9.3
5,20725,21.53,9.3
5,20750,23.73,9.3
5,20775,25.93,9.28
5,20800,28.13,9.28
5,20825,30.32,9.28
5,20850,32.52,9.28
5,20875,34.72,9.3
5,20900,36.91,9.28
5,20925,39.11,9.28
5,20950,41.31,9.28
5,20975,43.51,9.28
5,21000,45.7,9.28
5,21025,47.9,9.28
5,21050,50.1,9.3
5,21075,52.29,9.3
5,21100,54.49,9.3
5,21125,56.69,9.3
5,21150,58.89,9.3
5,21175,61.08,9.3
5,21200,63.28,9.3
5,21225,65.48,9.3
5,21250,67.68,9.28
5,21300,72.07,11.35
5,21325,74.27,11.37
5,21350,76.46,11.35
5,21375,78.66,11.35
5,21400,80.86,10.48
5,21425,83.06,10.48
5,21450,85.25,10.46
5,21475,87.45,10.46
5,21500,89.65,10.48
5,21525,91.85,9.59
